work,workDescription,workLabel,coords,address,aliases,image,DRSImageURL,yearInstalled,yearRemoved,materials,categories,creators,neighborhoods,depicted,commemorated
http://www.wikidata.org/entity/Q108489871,2005 sculpture by Robert Shure in Boston,Donald McKay Monumental Bust,Point(-71.032140578 42.374140493),,Donald McKay Heroic Bust,,,2005,,bronze,sculpture,Robert Shure,East Boston,Donald McKay,
http://www.wikidata.org/entity/Q109272156,"2019 mural by Genaro ""GoFive"" Ortega",Sacred Journey,Point(-71.0611851 42.344122069),"90 Traveler St, Boston, MA 02118",,,,2019,,,mural,Genaro Ortega,South End,,
http://www.wikidata.org/entity/Q110088899,"2017 mural by Soraya ""Indie184"" Marquez",Untitled,Point(-71.0611851 42.344122069),"90 Traveler St, Boston, MA 02118",,,,2017,,,mural,Soraya Marquez,South End,,
http://www.wikidata.org/entity/Q116213339,2021 mural by Dragon76 in Boston,Protect,Point(-71.099734166 42.345423587),"51 Van Ness St, Boston, MA 02215, USA",,,,2021,,,mural,DRAGON76,Fenway–Kenmore,,
http://www.wikidata.org/entity/Q116310041,Mural at the Northeastern University campus in Boston,100 Years of Solitude,Point(-71.086677403 42.338522336),"Columbus Parking Garage Overpass, Boston, MA 02115",,,,2014,,,mural,Daniel Anguilu,Roxbury,,
http://www.wikidata.org/entity/Q107975665,2016 mural by Heidi Schork and Mayor's Mural Crew in Boston,Become a Big Sister,Point(-71.0776851 42.319308792),"156 Blue Hill Avenue, Boston, MA 02125",,,,2016,,paint,mural,Mayor's Mural Crew; Heidi Schork,Dorchester; Roxbury,,
http://www.wikidata.org/entity/Q109272117,"2020 mural by Rob ""Problak"" Gibbs and Genaro ""GoFive"" Ortega",Roxbury Love Story,Point(-71.082057477 42.334203917),"431 Melnea Cass Blvd, Boston, MA 02119",,,,2020,,,mural,Rob Gibbs; Genaro Ortega,Roxbury,Coretta Scott King; Martin Luther King Jr.,
http://www.wikidata.org/entity/Q117024772,Mural at the Latinx Student Cultural Center at Northeastern University,We Are All Streams Leading to the Same River,Point(-71.089684526 42.33832098),"104 Forsyth St. Boston, MA 02115",,,,2016,,,mural,Elaine Chu; Fredericko Alvarado; Suaro Luis Cervantes; Susan Cervantes,Fenway–Kenmore,,
http://www.wikidata.org/entity/Q108474255,1970 mural by Dan Hueng and Bob Uyeda in Boston,Untitled,Point(-71.06101 42.35145),"7072 Beach St, Boston, MA 02111",Mural,,,1970,,,mural,,Chinatown,junk,
http://www.wikidata.org/entity/Q116213324,2020 mural in Boston by Sophy Tuttle,Interconnected,Point(-71.125721063 42.363708031),"135 Western Ave, Allston, MA 02134",,,,2020,,,mural,Sophy Tuttle,Allston,,
http://www.wikidata.org/entity/Q25222767,memorial in Boston,Harriet Tubman Memorial,Point(-71.078122475 42.343340726),"450 Columbus Avenue, Boston, MA 02116",Step on Board,http://commons.wikimedia.org/wiki/Special:FilePath/Harriet%20Tubman%20Memorial%2C%20Boston%20%28front%2C%20uncropped%29.jpg,https://repository.library.northeastern.edu/downloads/neu:4f1855802?datastream_id=thumbnail_5,1999,,bronze,memorial; sculpture,Fern Cunningham,South End,Harriet Tubman,Harriet Tubman
http://www.wikidata.org/entity/Q111370917,2021 mural by Sabrina Dorsainvil in Boston,Sea Keepers,Point(-71.03412 42.36969),"135 Gove St, East Boston",,,,2021,,,mural,Sabrina Dorsainvil,East Boston,,
http://www.wikidata.org/entity/Q109272125,2021 mural by Ponnapa Prakkamakul and A-VOYCE youth from Asian Community Development Corporation,Where We Belong,Point(-71.060486 42.3524),"79 Essex St, Boston, MA 02111",,,,2021,,,mural,Ponnapa Prakkamakul,Chinatown,noodle; dragon,
http://www.wikidata.org/entity/Q110307556,"2017 mural in Dorchester, Boston by Heidi Schork",Flowers at Lopez Florist,Point(-71.0551 42.2843),"742 Adams Street, Dorchester, Boston, MA",,,,2017,,,mural,Heidi Schork,Dorchester,,
http://www.wikidata.org/entity/Q107466783,1977 mosaic by Lilli Ann Killen Rosenberg,Ramon Betances Mural,Point(-71.073480426 42.341654231),"100 W Dedham Street, Boston, MA 02118",Betances Mural,,,1977,,ceramic tile,mosaic,Lilli Ann Killen Rosenberg,South End,Ramón Emeterio Betances,Ramón Emeterio Betances
http://www.wikidata.org/entity/Q116177253,"2018 mural by Heidi Schork and the Mayor's Mural Crew in Jamaica Plain, Massachusetts",Don't Forget to Smile - Gentle Dental,Point(-71.113926972 42.314222529),"612 Centre St, Jamaica Plain, MA 02130",,,,2018,,,mural,Mayor's Mural Crew; Heidi Schork,Jamaica Plain,,
http://www.wikidata.org/entity/Q107975704,"2020 mural by David ""Don Rimx"" Sepulveda in Boston",Sangre Indígena,Point(-71.088586883 42.3315579),"75 Malcolm X Boulevard, Boston, MA 02120",,,,2020,,paint,mural,David Sepulveda,Roxbury,,
http://www.wikidata.org/entity/Q74243557,"Paifang in Boston, Massachusetts, U.S.",China Trade Gate,Point(-71.059722222 42.351111111),,"China Gates, Chinatown Gate",http://commons.wikimedia.org/wiki/Special:FilePath/Boston%20Chinatown%20gate%20front%2002.jpg,,1988 or 1982,,ceramic,sculpture; paifang,,Chinatown,,
http://www.wikidata.org/entity/Q115702847,2021 mural by Josie Morway,Save Our Space,Point(-71.038944 42.367205),"10, Orleans Street, Boston, MA, USA",,,,2021,,,mural,Josie Morway,East Boston,,
http://www.wikidata.org/entity/Q107466767,1990 sculpture by Gene Cauthen,Fountain Group (Worcester Square Sculpture),Point(-71.074736049 42.336712195),"1P Worcester Square, Boston, MA 02118",Worcester Square Group,,,1990 or 1989,,granite; bronze,sculpture,Gene Cauthen,South End,,
http://www.wikidata.org/entity/Q110996615,2016 mural by Cedric Douglas,A World of Innocent Discovery,Point(-71.091216554 42.336763271),"30 Leon St., Boston, MA 02115",,,,2016,,,mural,Cedric Douglas,Roxbury,,
http://www.wikidata.org/entity/Q107689875,2005 ornamental fence by Ben Tau in Boston,Unity Fence,Point(-71.087604948 42.312615529),"Crawford St, Boston, MA 02121",,,,2005,,steel,fence,Ben Tau,Roxbury,,
http://www.wikidata.org/entity/Q107975691,"2019 mural by Genaro ""GoFive"" Ortega in Boston",Mel King,Point(-71.091580222 42.331660934),"75 Malcolm X Boulevard, Boston, MA 02120",,,,2019,,paint,mural,Genaro Ortega,Roxbury,Mel King; Cardinalidae,
http://www.wikidata.org/entity/Q110088879,2018 mural by Lena McCarthy,Untitled,Point(-71.098294661 42.333122444),"40 Smith Street,  Roxbury, MA 02120",,,,2018,,,mural,Lena McCarthy,Roxbury,,
http://www.wikidata.org/entity/Q107689880,2002 sculpture by Valerie Maynard and Reginald L. Jackson in Boston,Airfoil,Point(-71.079972222 42.335083333),"1917 Washington St. Boston, MA 02118",Captain David Ramsay Memorial,,https://repository.library.northeastern.edu/downloads/neu:4f1859174?datastream_id=thumbnail_5,2002,,granite,sculpture,Reginald L. Jackson; Valerie Maynard,Roxbury,,
http://www.wikidata.org/entity/Q113995734,2021 mural by Sophy Tuttle,Fear,Point(-71.042555244 42.372174178),"60 Border St, Boston, MA 02128, USA",,,,2021,,,mural,Sophy Tuttle,East Boston,shark,
http://www.wikidata.org/entity/Q109272097,1873 monument in Boston,Charles Russell Lowell Post 7 Grand Army of the Republic Civil War Monument,Point(-71.106944 42.28),,Grand Army of the Republic Monument,,https://repository.library.northeastern.edu/downloads/neu:4f184k48m?datastream_id=thumbnail_5,1973 or 1873,,granite; bronze,monument,,Mattapan,,
http://www.wikidata.org/entity/Q107466769,2003 mural by Heidi Schork and Mayor's Mural Crew in Boston,Frederick Douglass,Point(-71.08375 42.337186),"958 Tremont Street, Boston, MA 02120",Frederick Douglass Square Mural,,https://repository.library.northeastern.edu/downloads/neu:4f1859505?datastream_id=thumbnail_5,2003,,acrylic paint,mural,Mayor's Mural Crew; Heidi Schork,South End,Frederick Douglass,
http://www.wikidata.org/entity/Q107689888,1989 sculpture by Vusumuzi Maduna (a.k.a. Dennis Didley) in Boston,The Judge,Point(-71.083574455 42.327484728),"85 Warren St, Roxbury, MA 02119",,,,1990 or 1989,,paint; steel,sculpture,Vusumuzi Maduna,Roxbury,,
http://www.wikidata.org/entity/Q115742882,Historic marker at the Lemuel Clapp House,Lemuel Clapp House plaque,Point(-71.060556 42.323056),"199 Boston St, Boston, MA 02125",,,https://repository.library.northeastern.edu/downloads/neu:4f185m790?datastream_id=thumbnail_5,,,,commemorative plaque,,Dorchester,,
http://www.wikidata.org/entity/Q110088862,"2018 mural by Caleb Neelon and Sneha ""IMAGINE"" Shrestha",Untitled,Point(-71.09790618 42.333182089),"40 Smith Street,  Roxbury, MA 02120",,,,2018,,,mural,Sneha Shrestha; Caleb Neelon,Roxbury,,
http://www.wikidata.org/entity/Q107689879,2005 sculpture by Robert Shure in Boston,In Tribute to Boston Police Officers,Point(-71.090107395 42.334893187),"1 Schroeder Plaza, Boston, MA 02120",Boston Police Memorial,,https://repository.library.northeastern.edu/downloads/neu:4f185b82n?datastream_id=thumbnail_5,2005,,granite,sculpture,Robert Shure,Roxbury,,
http://www.wikidata.org/entity/Q107466763,1920 plaque by Frederick W. Allen,Abraham Shuman Tablet,Point(-71.073881046 42.33574257),"818 Harrison Avenue, Boston, MA 02118",,,,1920,,bronze,commemorative plaque,Frederick Warren Allen,South End,,
http://www.wikidata.org/entity/Q116236874,2017 mural by Nate Swain at Northeastern University's Boston campus,Northeastern Hidden Worlds,Point(-71.0937028 42.3393973),"Fencourt Rd. Boston, MA 02115",,,,2017,,,mural,Nate Swain,Fenway–Kenmore,,
http://www.wikidata.org/entity/Q107689874,2010 fence by Matthew Hincman in Boston,Ellis Mendell Elementary School Gateway Fence,Point(-71.10164503 42.316752277),"164 School Street, Jamaica Plain, MA 02130",,,https://repository.library.northeastern.edu/downloads/neu:4f185h24s?datastream_id=thumbnail_5,2010,,,fence,Matthew Hinçman,Roxbury,,
http://www.wikidata.org/entity/Q107466768,1976 mural by Arnold Hurley and Gary Rickson,Frederick Douglass,Point(-71.084518 42.336865),"1002 Tremont Street, Boston, MA 02120",,,,1976,1987,paint,mural,Gary Rickson; Arnold Hurley,South End; Roxbury,Frederick Douglass,
http://www.wikidata.org/entity/Q110088820,2009 mural by Alex Cook,Love Forest,Point(-71.08264728 42.33744489),"136 Lenox St, Boston, MA 02118",,,,2009,,,mural,Alex Cook,Roxbury,,
http://www.wikidata.org/entity/Q107466793,1966 sculpture by Alfred Duca,Untitled,Point(-71.068231261 42.346467299),"450 Tremont Street, Boston, MA 02116",,,https://repository.library.northeastern.edu/downloads/neu:4f184n235?datastream_id=thumbnail_5,1966,,bronze,sculpture,Alfred Milton Duca,South End,,
http://www.wikidata.org/entity/Q107466786,"historical marker in South End, Boston, Massachusetts, United States",South End Burying Ground historical marker,Point(-71.073731787 42.33800341),"1620 Washington St, Boston, MA 02118",,,https://repository.library.northeastern.edu/downloads/neu:4f185m84v?datastream_id=thumbnail_5,,,,commemorative plaque,,South End,,
http://www.wikidata.org/entity/Q110088903,2019 mural by Dana Woulfe,Untitled,Point(-71.0611851 42.344122069),"90 Traveler St, Boston, MA 02118",,,,2019,,,mural,Dana Woulfe,South End,,
http://www.wikidata.org/entity/Q107551906,1993 sculpture by Robert Shure,Cy Young,Point(-71.088862 42.339015),,,http://commons.wikimedia.org/wiki/Special:FilePath/CyYoung.JPG,,1993,,bronze,sculpture,Robert Shure,Fenway–Kenmore; Boston,Cy Young,
http://www.wikidata.org/entity/Q116004447,"2019 mural by Rixy Fernandez in Dorchester, Massachusetts",In Our Home,Point(-71.060408439 42.300018778),"1487 Dorchester Ave, Dorchester, MA 02122",,,,2019,,,mural,Rixy Fernandez,Dorchester,,
http://www.wikidata.org/entity/Q108475938,1998 mural by Mayor's Mural Crew and Jon Tran in Boston,Stop Smoking,Point(-71.061002597 42.3510069),,"Anti-Smoking, South Cove Community Health Center Tobacco Control Mural Health Project",,,1998,,acrylic paint,mural,Mayor's Mural Crew,Chinatown,,
http://www.wikidata.org/entity/Q115059310,2016 painted electrical box by Maddu Huacuja in Boston,"Michelle Obama, FLOTUS",Point(-71.084944444 42.305472222),,,,https://repository.library.northeastern.edu/downloads/neu:4f186247k?datastream_id=thumbnail_5,2016,,,pattress; work of art,Maddu Huacuja,Roxbury,Michelle Obama,
http://www.wikidata.org/entity/Q107466784,"2017 mural by Genaro ""GoFive"" Ortega",Reflect the Times,Point(-71.067696834 42.343086133),"230 Shawmut Avenue, Boston, MA 02118",Peters Park Art Wall,,,2017,2019,paint,mural,Genaro Ortega,South End,,
http://www.wikidata.org/entity/Q109272163,2019 mural by Bryan Beyung,Tale of an Ancient Vase,Point(-71.060908181 42.350781402),"25 Tyler St, Boston, MA 02111",,,,2019,,,mural,Bryan Beyung,Chinatown,,
http://www.wikidata.org/entity/Q110996721,2017 mural by Heidi Schork and Mayor's Mural Crew,To Immigrants with Love: Roslindale,Point(-71.119039518 42.28018263),"591 Hyde Park Ave, Roslindale, MA 02131",,,https://repository.library.northeastern.edu/downloads/neu:4f186219d?datastream_id=thumbnail_5,2017,,,mural,Lauren Duane; Mayor's Mural Crew; Heidi Schork,Roslindale,,
http://www.wikidata.org/entity/Q108170233,1988 mural by James Reed in Boston,Drum Major for Justice,Point(-71.083364759 42.318935372),"280 M.L.K. Jr Blvd, Roxbury, MA 02119",,,,1988,,,mural,,Roxbury,,
http://www.wikidata.org/entity/Q113996860,2021 mural by It's A Living,Protect What You Love,Point(-71.040576644 42.375312443),"216 Border St, Boston, MA 02128",,,,2021,,,mural,Ricardo Gonzalez,East Boston,,
http://www.wikidata.org/entity/Q118105014,2015 mural by Jef Aérosol at Northeastern University's Boston campus,Taking A Leap,Point(-71.091791052 42.339005502),"Cargill Hall, 45 Forsyth St, Boston, MA 02115",,,,2015,,aerosol paint,mural,Jef Aérosol,Fenway–Kenmore,,
http://www.wikidata.org/entity/Q110088818,1971 mural by Gary Rickson,Beautiful People Coming Together is Truth,Point(-71.087522263 42.316007817),"135 Humboldt Ave, Boston, MA 02121",,,,1971,,,mural,Gary Rickson,Roxbury,,
http://www.wikidata.org/entity/Q117466354,2018 mural by Astro for Northeastern University,Untitled,Point(-71.0935883 42.3390345),"452 Huntington Ave. Boston, MA 01225",,,,2018,,acrylic paint,mural,Astro,Fenway–Kenmore,,
http://www.wikidata.org/entity/Q109272176,2017 mural by Heidi Schork and Mayor's Mural Crew,To Immigrants with Love: Grandmothers,Point(-71.03963069 42.368857509),,,,,2017,,,mural,Lauren Duane; Mayor's Mural Crew; Heidi Schork,East Boston,,
http://www.wikidata.org/entity/Q116177263,"2017 mural by Heidi Schork and the Mayor's Mural Crew in Jamaica Plain, Massachusetts",Butterflies and Plants,Point(-71.111053895 42.321372467),"413 Centre St, Jamaica Plain, MA 02130",,,,2017,,,mural,Mayor's Mural Crew; Heidi Schork,Jamaica Plain,,
http://www.wikidata.org/entity/Q107466781,"2005 plaque in South End, Boston",Puerto Rican Veterans Square,Point(-71.071236094 42.340758215),"1440 Washington Street, Boston, MA 02118",,,,2005,,bronze,commemorative plaque,,South End,,
http://www.wikidata.org/entity/Q107975680,1995 mural by Mayor's Mural Crew and Heidi Schork in Boston,Egyptian Murals,Point(-71.082532708 42.316873799),"416 Warren Street, Roxbury, MA 02119",,,,1995,,acrylic paint,mural,Mayor's Mural Crew; Heidi Schork,Roxbury,,
http://www.wikidata.org/entity/Q107975689,historic marker in Boston,Malcolm X and Ella Little-Collins House,Point(-71.086294 42.321477),"72 Dale Street, Boston, MA 02119",,,,,,,commemorative plaque,,Roxbury,,
http://www.wikidata.org/entity/Q109272119,2018 community initiative by Ekua Holmes,Roxbury Sunflower Project,Point(-71.083756315 42.311030752),"5 Crawford Street, Dorchester MA, 02121",,,,2018,,plant,environmental artwork,Ekua Holmes,Roxbury,,
http://www.wikidata.org/entity/Q117478042,1997 sculpture by Leonardo Niermann at Northeastern University's Boston campus,Bird in Flight,Point(-71.08755715 42.33890747),"360 Huntington Ave, Boston, MA 02115",,,,1997,,stainless steel,sculpture,Leonardo Nierman,Fenway–Kenmore,,
http://www.wikidata.org/entity/Q117035018,"2000 mural by Jon Tran and the Mayor's Mural Crew in Dorchester, Massachusetts",Little Saigon / Viet Dorchester,Point(-71.060030864 42.302148138),"200 Adams St, Boston, MA 02122",,,,2000,,,mural,Mayor's Mural Crew,Dorchester,,
http://www.wikidata.org/entity/Q107975688,sculpture in Boston,Korey Grant and Charles Copney Memorial,Point(-71.091827536 42.330378851),"221 Roxbury Street, Boston, MA 02119",Copney/Grant Memorial,,,,,,sculpture,,Roxbury,,
http://www.wikidata.org/entity/Q115749777,"Mosaics at the Ryan Playground in Dorchester, Massachusetts",Ryan Playground mosaics,Point(-71.056389 42.317778),"960 Dorchester Ave, Boston, MA 02125",,,https://repository.library.northeastern.edu/downloads/neu:4f1859972?datastream_id=thumbnail_5,,,,mosaic,,Dorchester,,
http://www.wikidata.org/entity/Q112195403,1997 mural by Mike Womble and Mayor's Mural Crew in Boston,Reversed the Curse,Point(-71.125667 42.288528),"4140 Washington Street, Roslindale, MA 02131",Red Sox Champions,,https://repository.library.northeastern.edu/downloads/neu:4f185b42p?datastream_id=thumbnail_5,2006,,,mural,Gregg Bernstein; Mayor's Mural Crew,Roslindale,,
http://www.wikidata.org/entity/Q110996778,2001 mural by Jameel Parker,Marcus Garvey mural,Point(-71.088002415 42.330378468),"116 Malcolm X Blvd, Boston, MA 02119",,,,2001,,,mural,Jameel Parker,Roxbury,Marcus Garvey,
http://www.wikidata.org/entity/Q109272173,2017 mural by Heidi Schork and Mayor's Mural Crew,To Immigrants with Love: East Boston,Point(-71.038672228 42.37161008),"55 Meridian St, Boston, MA 02128",,,,2017,,,mural,Lauren Duane; Mayor's Mural Crew; Heidi Schork,East Boston,,
http://www.wikidata.org/entity/Q108475946,historic marker in Boston,Phillis Wheatley Landing Site,Point(-71.06060887 42.35124725),"55 Beach St, Boston, MA 02111",,,,,,,commemorative plaque,,Chinatown,,Phillis Wheatley
http://www.wikidata.org/entity/Q107689873,2008 fence by John Tagiuri in Boston,Egleston Square Library Art Fence,Point(-71.095707459 42.314323286),"2044 Columbus Avenue, Boston, MA 02119",,,,2008,,iron,fence,John Tagiuri,Roxbury,,
http://www.wikidata.org/entity/Q109272117,"2020 mural by Rob ""Problak"" Gibbs and Genaro ""GoFive"" Ortega",Roxbury Love Story,Point(-71.082057477 42.334203917),"674 Shawmut Ave, Boston, MA 02119",,,,2020,,,mural,Rob Gibbs; Genaro Ortega,Roxbury,Coretta Scott King; Martin Luther King Jr.,
http://www.wikidata.org/entity/Q108047045,2007 mural by ALA Collective in Boston,Soul Revival,Point(-71.0673302 42.343243454),"230 Shawmut Ave, Boston, MA 02118",,,,2007,2017,,mural,Odesy; Bamboo2; African Latino Alliance; Ricardo Gomez; Victor Quiñonez; Rob Gibbs,South End,,Hurricane Katrina
http://www.wikidata.org/entity/Q107975699,2002 tablets by Reginald Jackson and Valerie Maynard in Boston,Ramsay Park Memorial tablets,Point(-71.079972222 42.335083333),"1917 Washington Street Boston, MA 02118",,,https://repository.library.northeastern.edu/downloads/neu:4f185933h?datastream_id=thumbnail_5,2002,,black granite; concrete,commemorative plaque,Reginald L. Jackson; Valerie Maynard,Roxbury,,
http://www.wikidata.org/entity/Q110996766,"2003 mural by Rob ""Problak"" Gibbs, Rath, Kwest, Marka27, Deme5, Clark, Wys and others",Jazz mural,Point(-71.097962628 42.329126524),"94 Terrace St, Boston, MA 02120",,,,2003,,,mural,Thomas Burns; Ricardo Gomez; Victor Quiñonez; Rob Gibbs,Roxbury,Kenny Burrell,
http://www.wikidata.org/entity/Q109077249,plaque in Boston's Chinatown,Bust of William Shakespeare,Point(-71.062332333 42.3515708),"15 Beach Street, Boston MA 02111",,,,,,cast iron,commemorative plaque,,Chinatown,William Shakespeare,
http://www.wikidata.org/entity/Q112583529,"commemorative plaque in Codman Square Park, Boston, Massachusetts",Codman Square plaque,Point(-71.071389 42.290278),"360 Talbot Ave, Boston, MA 02124",,,https://repository.library.northeastern.edu/downloads/neu:4f184n171?datastream_id=thumbnail_5,1910,,,commemorative plaque,,Dorchester,,
http://www.wikidata.org/entity/Q118099497,2015 mural by Jef Aérosol at Northeastern University's Boston campus,I Love Boston,Point(-71.084935915 42.34053023),"B Gainsborough St, Boston, MA 02205",,,,2015,,aerosol paint,mural,Jef Aérosol,Fenway–Kenmore,,
http://www.wikidata.org/entity/Q117192633,1993 mural by Wyland,First Breath,Point(-71.062919 42.344226),,,,,1993,,latex paint,mural,Robert Wyland,Suffolk County,,
http://www.wikidata.org/entity/Q107466775,"ornamental fencing in South End, Boston",James Hayes Park Fence,Point(-71.075697617 42.343838745),"158 Warren Avenue, Boston, MA 02116",,,,,,,fence,,South End,,
http://www.wikidata.org/entity/Q113997304,2003 mural by Boston Youth Fund Mural Crew and Gregg Bernstein,Tribute To Boston Symphony Orchestra II,Point(-71.086443827 42.343309255),"8 Westland Ave, Boston, MA 02115",,,,2003,,,mural,Gregg Bernstein; Mayor's Mural Crew,Fenway–Kenmore,Boston Symphony Orchestra,
